# Branch cleanup 2026-08-16 — recovery record
# 120 merged branches deleted from mdrewt/monster-realm after verification:
#   - each had a MERGED PR; content confirmed in master; ZERO post-merge commits.
# Restore any one with:  git push origin <sha>:refs/heads/<branch>
# branch<TAB>pr<TAB>sha
feat/m10.5b-architecture-reconcile	108	b03d9808644044c406fcec39f046aae853632a4d
feat/m10.5c-adr-index-residuals	109	05ddc09123be5b4f34bbeb382307715381612ee5
feat/m10.5d-gate-hardening	110	92d3d45145eb53b046a5bcbdb893a9ad289e03bd
feat/m10b-server-evolution	67	44253a70ef7ab3954a9feeadc98a5c3bc99b01a4
feat/m10c-client-evolution	70	a5c5873d7d726e39c6aea2adc60f029d0b623f0c
feat/m10d-evals-phase-a	69	e3021c26dee58e8a85c5285b3ec9b25a8ed5b9e0
feat/m11a-tiled-importer	73	27895e7faf40e9b348444e96246413a29401af07
feat/m11b-server-warp-runtime	74	9b831ed2a56c32fee5244711421739093f5589e4
feat/m11c-client-warp-camera	76	c92cc6d7cb5eb2cf362ab7edba02db41a9fd89a3
feat/m12.5a-fuse-dual-write-fix	84	34586ccb3dd19c8eb5d36536d7ea85f93f4df2a7
feat/m12.5b6-nightly-smoke-republish	98	a92d73ecb4635a1fe22d11a9cce60b6003b3056e
feat/m12.5c-zone-sync-robustness	88	253df4daf9f9e6d05327bb18ddaf299e89a67b0e
feat/m12.5d-netcode-smoothness	90	ddd1d0c8e726e7a620d2248709098c9a12ed8bea
feat/m12.5e-battle-lifecycle	94	83888952df4e3bbd2e77bfea6a54117ea33b7ae4
feat/m12.5e2-practice-xp	96	058f57bd7ffc9390d2c8a334fcfe9a90ee4202be
feat/m12.5f-gate-simharness-teeth	92	24464d3d0a35966c95088bdf0542effbbb4486cb
feat/m12.5g-doc-reconciliation	101	fa45028ea70c97303370db172f32afcc8bbf52f9
feat/m12b-server-npc-dialogue-quest	79	c85480cc07c49f27e0a364134424b2121ce80570
feat/m12c-content-ron-loading	81	9f0c698a0b8a1f930980f403b4551fce70dccb69
feat/m12d-client-dialogue-quest-ui	83	c177805828b2d52c18110669e22f63ab96cd77fe
feat/m13.5a-gate-of-gates	118	15ab616afc5fae48a17dde853ba383f6160acf79
feat/m13.5b-reducer-rejection-feedback	119	c2164d4c402fe547746a03c31cebc55dd4cc8ad7
feat/m13.5d-content-parse-cache	127	7286cdfd85709f8b08aa423343420655f48c61b4
feat/m13.5g-docs-ledger-reconciliation	131	89822f463cbecf6bfdeab7e9cb977d04a0c591a6
feat/m13.5h-recruit-e2e-revival	120	06477fe88bddd8e0bb6d55a34ca141e2331f21bd
feat/m13b-shop-content-reducers	113	98503c31f14b52c5571fd0ba330d9556f87cd7c4
feat/m13d-shop-client-ui	115	fb208288e80758b57e6f90bae6053e7580c2ba90
feat/m14.5a-swap-recruit-full-pipeline	147	0bf68b74ef4e0eac3d24b010278029ad1c7fc56b
feat/m14.5b-status-slot-capture	149	7f704b7af7df6f4c704590bbc920049c816f688d
feat/m14.5c-ability-wiring	151	5d65324bbccf92930fa9b15c377319f197c7302a
feat/m14.5d-1a-item-row-cure-status	162	485c0c478e275adcf77f65b6b67175f3f55b9901
feat/m14.5d-1b-cure-item-ui	164	f44502ca1c6f3f4fa6b8c5b42d3585bdaf075e88
feat/m14.5d-client-battle-ux	154	dc0a4f634f2b0da4747a379a36e1c84dc6233afb
feat/m14.5e-content-cache-skills-items	153	561836d74420ea8dfd8f413ae8a6964136dcaddb
feat/m14.5f-gates-convergence	156	643bbf0d2733a85d9d3c8ca4a940340491238d98
feat/m14.5g-ledger-type-rigor	157	51cddf3be3096464de5d4d8f1cffb039f328a3b3
feat/m14.5h-nightly-mutant-kill	158	84d4efd4d8752c0a4c12f0b10ff502643d1e8700
feat/m14b-server-status-persistence	135	776a5fc11cb178f8322347be8d2b1e226aa5f126
feat/m14c-passive-abilities	137	3eca3b823ee49488a32acf0d1a658869bbd60892
feat/m14d-weather-field-state	139	bf39cf2ea3879748ae611ada7113e308840d5f6b
feat/m14e-status-cure-items	141	14bf09a197a6bb15f06d2858953ea5ca042caca9
feat/m14f-doc-keeper-close	142	5620b8d821783b3aaaa0f42e24b8de2d811823fc
feat/m15a-trading-spine	165	289879d3733ef36c1e53f7ec18a9d937860a18fc
feat/m15c-trade-evals-e2e	170	4768305a7870666a143e858ffd41cdcaf3f4cf44
feat/m16.5a-battle-trade-interlock	180	00ea8c1dd35303ef07203e353c56437c603debb1
feat/m16.5c-trade-client-completion	185	94e891248a7882a15a863db728f1b21d41a16d9f
feat/m16.5d-trade-runtime-coverage	187	9baeebde5aa778a91661c495319421986ffdacb4
feat/m16.5e-eval-infra-hardening	189	b3135ad5f5f211f8f8d3e0b8ff2c373279631507
feat/m16.5f-trade-ssot-polish	191	fa246db763c1fe4dac7d178a27f498d5222c8f58
feat/m16b-pvp-client-ui	176	6e016bbe204744898bd38c0688f0901d1362e28e
feat/m16c-pvp-evals	178	df60c76d5812b313a64fcb2411cfd454229039a1
feat/m17.5b-trade-conservation	205	f85b43a10446045837101728d857aee684e0562d
feat/m17.5d-profile-name-mirror	209	bb04273e3d90179698d26992861f7a6a5407242a
feat/m17.5e-challenge-ttl	211	5c531125011f29cf77e43d97cc64115f88efecdd
feat/m17.5f-pvp-runtime-coverage	213	5479e9f253005a4eb5704abd5bd008e795682439
feat/m17a-ranked-ladder-spine	196	be988cb1e6e0e30d4471a8a77194b9b4ed9450ef
feat/m17b-leaderboard-ui	199	a1a49957323e91e056c6fe0a22e5ad0a81695271
feat/m20e-evals-tail	306	34581640ba7c193c08b406cc9f11872a83adb0a6
feat/m21a-accounts-auth-spine	298	67659c847a399af64093488d5b74c338dc59cc8a
feat/m21b-accounts-auth-client	299	e7598bdcb16aa35518d67bc63b64f7dd5566b20c
feat/m21c-accounts-evals	300	86a26c77d91647f4296b4c4cca6556cf553af428
feat/m4-frontend	1	687abace331e2361accdb21551809dbf9eaf0b59
feat/m6a-monster-rules	4	0969cb641ad98965e84c7c0d02642842b8255f7e
feat/m6b-server-privacy	5	fba141ac9f4d76d0e56410e08e5fe06790b8608b
feat/m8.5e-doc-accuracy	30	499a685c179d81f92d05184b8afc7b788689aa95
feat/m8.6b-render-smoothness	33	b6b86c8ce7cb27612e442c35e766ab870511d7dd
feat/m8.6c-predictor-flowcontrol	34	831e892ebfd090cd8f9c5ccfea368d270c77ed5c
feat/m8.6d-bst-doc-accuracy	35	5d73b5e420037c22bbbf76f09ca0757b6e512462
feat/m8.7c-rulecore-polish	36	fb8de4267e23458b16ac57a5cb57ac869d48f2c1
feat/m8.95a-knowledge-bundle	102	9b7ffcc3b94b576b17a66cce52f340ad40b14b50
feat/m8.95b-conformance-eval	103	b9471d64a491c2b71f26cb81ab350ae4857c3ab0
feat/m8.95c-research-conformance	104	c8a31622743300d0763ef64314426f70952b7d55
feat/m8.95d-doc-keeper	105	e58fa929f6053092a147bd942be4123722107628
feat/m9a-raising-rules	57	69c1fe097c78e7acd6f9d654170ec31a061bd115
feat/nh3-predictor-epoch-guard	254	e13f09f0acb06d378d476d9553667990af8ebba7
feat/pt-a1-playtest-build-hygiene	216	ee9d4bd2e17c2b370483a7b733b995c0538b4c71
feat/pt-b2-playtest-capture	222	9fe947e98494045e6d1328a95b8015d078618e60
feat/pt-c1b-rename-ui	226	44de27599a3c93b3be055e93e3ef29068e823455
feat/pt-c2-trade-propose	228	9945ec93654c659d9375da42aa06b5b0ec7693bd
feat/pt-c2b-help-overlay	230	b49a7d20655a08ccf50f5575dbca8d7947f11ba0
feat/pt-d3-tuning-pass	244	e2cb1409922eb965020ede8727cc2d48dd390f06
feat/ptc5e-ssot-content-dedup	238	1078b8c598c4f92993a94902381df105cdc52dc6
fix/12r-c-dual-write-fn-boundaries	291	7a631b9373b510349fcbf0223366fbee153c20d4
fix/fix-nightly-mutants	174	92487400c7963c69e342efc7bd51c0448ff6dc8d
fix/fix-red-master	166	5f3f6e84df0d598771fd30cc30be85d3ec02e160
fix/nightly-mut-triage	194	ba17dfa6d20e1f5d2051c99f813977cd7e70a8d2
fix/nightly-mutation-smoke	125	7d6ee5505d7a746d1b9bdb920ea784d033c03dd7
fix/semgrep-redos-research-index	13	04c004b51f50eed4adf459861bbbf752af6b2782
